Basque (eu),Spanish (es),es_traduction
"Paga ematea psikologoen oniritzia jaso duen tradizio bat da. Horien arabera, zazpi urte bete ondoren diru-kantitate txikiak gestionatu behar izateak autonomia pertsonala sendotu eta haurrei dirua nola gestionatu erakusteko bidea ireki dezake.","Dar la paga es una tradición que cuenta incluso con el beneplácito de los psicólogos, que nos dicen que a partir de los siete años, tener que gestionar pequeñas cantidades de dinero puede reforzar la autonomía personal y abrir el camino para enseñar a niños y niñas cómo gestionar el dinero, leer los precios y dar sus primeros pasos como consumidores.",Erreur
"Era berean, azalduko dute zer abantaila dituen diziplina anitzeko profesionalekin lantaldean aritzeak, barne harturik psikologoa, zirujaua eta digestioko nahiz endokrinologiako espezialistak.","Asimismo, explicarán las ventajas del trabajo en equipo con profesionales multidisciplinares, desde la psicóloga hasta el cirujano,",Erreur
"Bizkaiko Psikologoen Elkargo Ofizialaren Lanaren, Erakundeen eta Giza Baliabideen Psikologia Batzordea (PTORH) arloan lan egiten duten edo horretan interesa duten elkargokideek osatzen dute.","La Comisión de Psicología del Trabajo, de las Organizaciones y los Recursos Humanos (PTORH), del Colegio Oficinal de Psicólogos de Bizkaia, esta compuesta por colegiados y colegiadas que trabajan en el área o bien están interesados en ella.",Erreur
"Eta espero dut lan honek horrelakoak gehiago eman daitezen laguntzea, psikologo edo talde gehiago sortzea beste ingurune batzuetan.","Y espero que esto contribuya y colabore a que esto se dé más, y haya más psicólogos o grupos que se creen en otros entornos.",Erreur
Sonia Iturain psikologo eta gizarte-langileak bi prebentzio programaren erabiltzaile diren 373 gurasoren datuak izan ditu aztergai bere ikerketan,La investigación de la psicóloga y trabajadora social Sonia Iturain analiza los datos de 373 progenitores usuarios de dos programas de prevención,Erreur
Bizkaiko psikologoenelkargo ofiziala,Colegio oficial de psicólogos de Bizkaia,Erreur
"Ondoko eleberriek ere kritika ezin hobeak lortu zituzten: Papeles de penumbra (2001) lanaren protagonista psikologo bat da, eta paziente batek beragan duen eragina aztertzen du; Las manos del ángel (2006) lanak, berriz, bere nortasun nazionalaren bila dabilen lurralde batean nork bere nortasun pertsonala bilatzeko gatazkari buruz hausnartzen du.","Sus siguientes novelas, Papeles de penumbra (2001), que cuenta como protagonista a un psicólogo que analiza la influencia que su paciente tiene en él, y Las manos del ángel (2006), que reflexiona sobre la el conflicto de identidad personal en una tierra que busca su identidad nacional, fueron objeto de excelentes críticas.",Erreur
Basauriko Osasun Mentaleko Zentroa (Psikologoak),Centro de Salud Mental Basauri (Psicólogos),Erreur
"Egun bi hauetan psikologo, legelari eta mediku batzuek azalduko digute, beraz, zenbat alde eta alderdi dituen tratu txarrak eta nola diren horren biktimak, halaber, nagusiak, adingabeak eta prostitutak.","Durante estos dos días, profesionales de la psicología, del derecho o de la medicina forense nos irán mostrando las diferentes caras del maltrato: hacia nuestros mayores, hacia los menores, hacia las personas con alguna minusvalía o hacia las prostitutas.",Erreur
"Psikologoen Elkargo Ofizialaren Gobernu Batzak Elkargokide guztientzako Lanbide-Portaerarako Arau bilakarazten du Kode hau. Kodea, gaur arte, honako zientzi elkarteek berretsi dute gainera: Psikologia Elkarte espainiarra; Bilakaera Psikologikorako Elkarte Espainiarrak; Portaeraren Terapiarako Elkarte Espainiarrak; Neuropsikiatria Elkarte Espainiarrak; Roscharch eta Metodo,Proiektiboetarako Elkarte Espainiarrak eta Taldea, Psikoterapia eta Psikoanalisiaren Garapenerako Elkarte Espainiarrak.","La Junta de Gobierno quiere expresar públicamente su reconocimiento a la meritoria labor realizada por los profesores Junta de Gobierno del Colegio Oficial de Psicólogos eleva este Código a Norma de Conducta Profesional de todos sus colegiados el cual ha sido además ratificado hasta el presente por las siguientes asociaciones científicas, que lo han echo extensivo a sus afiliados: Sociedad Española de Psicología; Sociedad Española de Evaluación Psicológica; Asociación Española de Terapia del Comportamiento; Asociación Española de Neuropsiquiatría; Asociación Española de Rorscharch y Método Proyectivos; Sociedad Española para el Desarrollo del Grupo, la Psicoterapia y el Psicoanálisis.",Erreur
"Psikologoa: Egunero, astelehenetik ostiralera.","Psicólogo/a: Diario, de lunes a viernes.",Erreur
"Luisek, solasaldiaren hasieratik gurekin dagoen psikologoak, baietz dio eta gure lurraldeko onkologia-taldeak egunero lan itzela egiten duela egiaztatu digu.","Luis, el psicólogo que nos acompaña desde el principio de la charla, asiente y nos confirma que el equipo de oncología de nuestro territorio hace un gran trabajo a diario.",Erreur
"Bi aste geroago, azaroaren 22an, Carmen Azparren maistra eta psikologoak gizarte-trebetasunak eta besteekiko harremanak aztertuko ditu, azaroaren 22an, Iturramako Civivoxean.","Dos semanas después, el 22 de noviembre la maestra y psicóloga, Carmen Azparren, abordará en Civivox Iturrama el tema de las habilidades sociales y cómo relacionarse con los demás.",Erreur
"Horretarako, ordea, baliabide teknologikoak behar ditugu, eta neurologo, neuroerradiologo, neuropsikologo, nutrizionista, bioinformatikari, erizain eta teknikariekin elkarlanean jardun.","Para ello hace falta acceder a medios tecnológicos y trabajar codo con codo con investigadores y equipos de neurólogos, neurorradiólogos, neuropsicólogos, nutricionistas, bioinformáticos, enfermeros y técnicos.",Erreur
"Psikologoa pertsona baten sufrimendua kentzen saiatzen da, edo eguneko bizitzak ekartzen dizkion arazoei aurre egiten irakasten dio.",El psicólogo pretende eliminar el sufrimiento de otra persona o enseñarle las habilidades adecuadas para hacer frente a los diversos problemas de la vida cotidiana.,Erreur
"Neurologoek, tradizioz, errehabilitazioa ""iktus unitate"" izenekoetan egin behar dela berretsi izan dute; unitate horiek hainbat alorretako espezialistek osaturiko sendagile ekipoak dira: neurologoa (edo, horrelakorik ez bada, internista) izango da iktusa tratatzeko eta, beharrezkoa denean, bigarren iktusik gerta ez dadin botikak preskribatzeko arduraduna; errehabilitazioaren ardura daukan sendagilea, pazientearen ondorioak tratatzeko errehabilitazio programa taxutuko duena; eta beste hainbat profesional, hala nola fisioterapeuta, logopeda, terapeuta okupazionala eta neuropsikologoa.","Se componen de un neurólogo o, si no lo hay, un médico internista, responsable de tratar el ictus y, en los casos necesarios, prescribir fármacos para prevenir un segundo ictus; el médico rehabilitador, que receta el programa de rehabilitación que necesita el paciente para tratarlo de sus secuelas; y otros profesionales como el fisioterapeuta, el logopeda, el terapeuta ocupacional y el neuropsicólogo.",Erreur
Berorien zuzendaria Yolanda Charte Fernández (psikologo-terapeuta) da.,Yolanda Charte Fernández (Psicóloga-Psicoterapeuta).,Erreur
"Froga psikoteknikoei dagokienez, Nafarroako Administrazio Publikoaren Institutuko psikologoekin egin beharreko elkarrizketak taldeka egin daitezen, eta ez bakarka. Orain arte bakarka egiten baitziren.","En lo referente a las pruebas psicotécnicas, se solicita que las entrevistas con los y las psicólogas del Instituto Navarro de Administración Pública sean grupales y no individuales como venían siendo hasta ahora.",Erreur
Psikologoa gizakion jokaeran eta pentsamoldean espezializatuta dagoen profesionala da.,El psicólogo es un profesional especializado en el comportamiento y en el pensamiento humano.,Erreur
"Charo Cáncer (AECC) erakundeko onko-psikologoa, eraginiko emakumeei hainbat erakundek eskaintzen dizkieten zerbitzuen arduradunetako bat da.","Charo Cuenca, onco psicóloga de la Asociación Española Contra el Cáncer (AECC), es una de las especialistas que diferentes organizaciones ponen a disposición de las mujeres afectadas.",Erreur
ADEMBIko neuropsikologoa,Neuropsicóloga de ADEMBI,Erreur
"Institutua Quirónsalud Bilbao Laguntza Bidezko Ugalketa Institutua 20 profesional inguruk osatzen dute ginekologoak, enbriologoak, andrologoak, eta psikologoak.","La Unidad de Reproducción Humana Asistida está integrada por profesionales expertos en ginecólogía, embriología, andrología y psicología.",Erreur
"B. F. Skinner, psikologoa eta utopista.","B. F. Skinner, conductista y utopista.",Erreur
Psikologoaren paperak,Papeles del Psicólogo,Erreur
"Sarri askotan, psikologoa arduratzen da tratamendu psikoterapeutikoa egiteaz, eta psikiatrak medikazioa kontrolatzen du, halakorik behar izanez gero.","A menudo, el psicólogo se encarga del tratamiento psicoterapéutico y el psiquiatra controla la medicación en el caso de que fuera necesaria.",Erreur
"Iker Arrizabalaga psikologoak, mahai-inguruan Erika Carrillo psikologo eta monitorearekin batera moderatzaile lanak egin zituenak, Suediako Karolinska institutu ezagunak gauzatutako azterlan baten ondorioak aurkeztu zituen.","El psicólogo Iker Arrizabalaga, que ejerció de moderador en la mesa redonda junto a la también psicóloga y monitora Erika Carrillo, presentó las principales conclusiones obtenidas en un estudio realizado por el prestigioso instituto Karolinska de Suecia.",Erreur
"Bestalde, terapeutek eta psikologoek ondorioak ateratzen dituzte eta zer egin esaten dute.","Por otro lado, los terapeutas y los psicólogos sacan conclusiones y dicen qué hay que hacer.",Erreur
Amaia Elícegui psikologo eta familia-psikoterapeutak eskizofreniaren detekzio goiztiarrari eta gaixotasunaren sintomei buruzko hitzaldia eskainiko du irailaren 23an Errenterian.,"La psicóloga y psicoterapeuta familiar Amaia Elícegui ofrecerá el martes 23 de septiembre, en Errenteria, una charla sobre la detección precoz de la esquizofrenia, sus signos y síntomas.",Erreur
"Hitzarmen horretan, PEOk konpromisoa hartzen du psikologo talde prestatu bat izateko eta Bilboko udalerrian sor litekeen hondamendi batean esku hartzeko prest egoteko.",En dicho convenio el C.O.P se compromete a tener un grupo de profesionales psicólogos y psicólogas formados y dispuestos a intervenir ante una eventual catástrofe que se pudiera producir en el término municipal de Bilbao.,Erreur
"Egunero bere lana hobetu eta gure bikoteentzako azken helburua lortzeko, alegia, haur osasuntsu bat etxean izateko, errekonozitutako prestigioa duten ginekologo, biologo, genetista, inmunologo, andrologo, psikologo eta erizainez osatutako giza lan-taldea gara.","Somos un equipo humano integrado por ginecólogos, biólogos, genetistas, inmunólogos, andrólogos, psicólogos y enfermeras con una trayectoria profesional de reconocido prestigio que intenta cada día mejorar su trabajo y conseguir para nuestras parejas el objetivo final, un niño sano en casa.",Erreur
"Hala, talde txikitan banatuta, psikologoak pertsona bakoitzaren egoerara egokitutako estimulazio-jarduerak egiten ditu, pertsona ardatz duen ereduari jarraitzen baitzaio.","Así, en grupos reducidos, el psicólogo/a realiza actividades de estimulación adaptadas a la situación individual de cada persona, ya que se sigue el modelo de Atención Centrado en la Persona.",Erreur
Psikologo profesional batek zure galdera eta zalantza guztiak era pertsonalizatuan aztertuko ditu.,Todas tus preguntas y dudas son estudiadas de manera personalizada por un psicólogo profesional.,Erreur
"Esaten duzuna entzunda, psikologoa zarela dirudi, eta ez hitz aholkularia.","Por lo que dice, usted parece más un psicólogo que un asesor de la palabra.",Erreur
"Gainera, beharrezkoa den kasuetan, zentroaren psikologoaren aholkularitza zerbitzua eskuragarri dago.","Además, en los casos en que es necesario, disponemos del asesoramiento de la psicóloga del centro.",Erreur
"Haurrak zainduko dituen taldea, Plácido López Doktorea burua izanik, hurrengoek osatuta dute; ostomizatutako haurraren maneiuan esperientzia handia duen erizaintzako gainbegirale batek (Begoña Artechek), psikologoa kliniko batek (Mª Jesús Nicuesak), bi haur-kirurgialariek (López Doktorea eta Azkona Doktorea), eta laguntzako bi laparoskopiako kirurgialariek (Torres eta Azpeitia Doktoreek).","El equipo que atenderá a los niños, liderados por el Dr. Plácido López, está compuesto por una supervisora de enfermería con gran experiencia en el manejo del niño laparoscópicos de apoyo (Dra. Torres y Azpeitia).",Erreur
Publizitatea 2020/05/29 1:43 Osasun langileen % 10ek psikologoen laguntza...,Publicidad 29/05/2020 2:10 Estiman que el 10% de todo el personal sanitario necesitará...,Erreur
"Proiektu horiek talde bakoitzarentzat bereziki diseinatuta daude, talde horien profesionalekin (hezitzaileak, psikologoak, terapeutak, gizarte laguntzaileak, e.a.) elkarlanean.","Se trata de proyectos diseñados especificamente para cada grupo, en colaboración con los profesionales (educadores, psicólogos, terapeutas, asistentes sociales, etc.) de los distintos colectivos.",Erreur
"Honek ez du esan nahi psikologoak baztertu egiten dituela gorputzaren arazoak, edota psikiatrak berdin egiten duela erlazio psikologikoekin.","Esto no quiere decir que el psicólogo excluya en su tratamiento los aspectos orgánicos, o que el psiquiatra haga lo propio con los factores psicológicos.",Erreur
"Kategoria:Txileko psikologoak - Wikipedia, entziklopedia askea.","Categoría:Psicólogos por país - Wikipedia, la enciclopedia libre",Erreur
