Basque (eu),Spanish (es),es_traduction
"Bisitari profesionalengan ardazturiko estrategia garatu izanaren emaitza da hori; hala, azokan izena emandako enpresa bisitarien zerrendan puntako ingeniaritzak daude: Técnicas Reunidas, ABB, bisitariaren profila ondoko esparruekin lotuta egongo da: metalak, plastikoak, papera eta enbalajea, elikagaiak eta edariak, kosmetikoak, farmazeutikoa, uren tratamendua, hondakinen tratamendua, energia, nekazaritza-industria, industria kimikoa eta petrokimikoa.","Éste es el principal resultado de haber desarrollado una estrategia muy centrada en los visitantes profesionales, gracias a la cual el listado de empresas visitantes el perfil del visitante estará relacionado con las áreas de metales, plásticos, papel y embalaje, alimentos y bebidas, cosméticos, farmacéutica, tratamientos de aguas, tratamiento de residuos, energía, industria agraria, química y petroquímica.","La respuesta en español es: ""Ese es el resultado de haber desarrollado una estrategia basada en un análisis profesional; así, en la lista de empresas visitantes que se han inscrito en la feria, se encuentran algunas de las más avanzadas en ingeniería: Técnicas Reunidas, ABB. El perfil del visitante estará relacionado con los siguientes sectores: metales, plásticos, papel y embalaje, alimentos y bebidas, cosméticos, farmacéutico, tratamiento de aguas, gestión de residuos, energía, industria agroalimentaria, industria química y petroquímica."""
"Hautagaiek izan behar dute goi mailako titulazioa, zientifikoa edo teknikoa; adibidez, biologian, biokimikan, kimikan, elektronikan, ingeniaritzan, farmazian, fisikan, e.a.","Los candidatos deberán poseer una titulación superior científica o técnica; por ejemplo, en biología, bioquímica, química, electrónica, ingeniería, farmacia, física., etc","Los candidatos deben tener una titulación de alto nivel, científica o técnica; por ejemplo, en biología, bioquímica, química, electrónica, ingeniería, farmacia, física, etc."
Ingurumen Ingeniaritzako Sailak kontrolaren arloan egiten duen ikerkuntzan hondakin-uren eta lohien tratamenduan erabiltzen diren teknologia ezberdinetako aplikazioak lantzen dira.,"La investigación en el control automático del Área de Ingeniería Ambiental cubre las aplicaciones de una gran variedad de tecnologías presentes en el tratamiento de aguas residuales, lodos y aguas rechazadas.","Ingeniería Ambiental desarrolla investigaciones en el campo del control, enfocándose en las aplicaciones de diversas tecnologías utilizadas en el tratamiento de aguas residuales y lodos."
"Teknologia handiko ingeniaritza, prototipatzea eta kalitatezko kableen muntaketa pertsonalizatzeko ohitura garatu dugu prezio oso lehiakorrean.","Hemos desarrollado una tradición de ingeniería de alta tecnología, creación de prototipos y fabricación de ensambles de cables personalizados de calidad a precios muy competitivos.","Ingeniería de alta tecnología, hemos desarrollado la costumbre de prototipar y montar cables personalizados con una calidad excelente a precios muy competitivos."
"UHMWPE materiala beste ingeniaritza material batzuekin alderatuta, UHMWPE materialak marruskadura faktore oso txikia du, marruskadura faktore baxuak zuntzak bere burua lubrifikatzeko errendimendu hobea ematen du, lubrifikatzailerik ez duen material plastikoetako material onena da eta, beraz, UHMWPE materiala oso erabilia da. ingeniaritzan, erabilera-balio oso altuarekin.","El material UHMWPE en comparación con otros materiales de ingeniería, el material UHMWPE tiene un factor de fricción muy bajo, el factor de fricción bajo hace que la fibra en sí tenga un mejor rendimiento de autolubricación, es el mejor material en materiales plásticos sin lubricante, por lo que el material UHMWPE se usa ampliamente en ingeniería, con muy alto valor de uso.","El material UHMWPE, en comparación con otros materiales de ingeniería, tiene un factor de fricción muy bajo. Esta baja fricción permite un mejor rendimiento de autolubricación de las fibras, lo que lo convierte en el mejor material plástico sin lubricación. Por lo tanto, el material UHMWPE es muy utilizado en ingeniería, con un valor de uso muy alto."
"Lehendakariak Prestakuntzarako 4Gune Klusterrak lortutako emaitza nagusiak gizarteari aurkeztea. Ondorengoak dira: (1) Zientzia, Teknologia eta Ingeniaritzako unibertsitate-zentroen ikerketa-gaitasunen mapa sortzea; (2) Cocreatino Hubs lankidetza-espazioen garapena; (3) 4gune.eus weba sortzea; (4) enpresa + unibertsitateko lehen AIC gela martxan jartzea.","Presentación a la sociedad por parte del Lehendakari de los principales resultados obtenidos por el Clúster 4Gune de Formación, que son los siguientes: (1) Creación del Mapa de Capacidades investigadoras de los centros Universitarios de Ciencia, Tecnología e Ingeniería; (2) Desarrollo de espacios de colaboración Cocreation Hubs; (3) Creación de la Web 4gune.eus; (4) Puesta en marcha del primer aula Empresa+Universidad AIC.","Las principales conclusiones obtenidas por los 4Gune Klusterrak (4 Clusters para la Formación) del Lehendakari (Presidente del Gobierno Vasco) son las siguientes: (1) Creación de un mapa de capacidades de investigación en centros universitarios de ciencia, tecnología e ingeniería; (2) Desarrollo de espacios de colaboración (Cocreatino Hubs); (3) Creación de la web 4gune.eus; (4) Puesta en marcha del primer AIC (Aula de Innovación y Creación) entre empresas y universidades."
"Jardunaldia, Bilboko Ingeniaritza Eskolan egingo da, ekainaren 26an; bertan, ikasteko eta irakasteko lanak bideratzeko zein irakasleon lankidetzarako espazioak sortzeko Sarea baliatzen duten irakasleen esperientziak eta praktika onak ezagutzeko aukera izango dugu.","La jornada se celebrará el día 26 de junio en Bilbao, en la Escuela de Ingenieros, y el núcleo básico de la misma será la comunicación de experiencias y buenas prácticas de profesores y profesoras que utilizan la red para las tareas de enseñanza aprendizaje y para crear espacios de colaboración profesional.","La jornada se realizará en la Escuela de Ingeniería de Bilbao, el 26 de junio; allí tendremos la oportunidad de conocer las experiencias y buenas prácticas de los docentes que utilizan la Red para orientar el trabajo de aprendizaje y enseñanza, así como para crear espacios de colaboración entre docentes."
"Mekanika, Energetika eta Materialen Ingeniaritza Saila","Ingeniería Mecánica, Energética y de Abstract","Departamento de Ingeniería Mecánica, Energética y de Materiales"
"Instalazioak ezagutu eta Ingeniaritza Dualaren ezaugarriak, ikasketak zein ikasle ohien esperientziak azalduko dira.","Se mostrarán las características y estudios de la Ingeniería Dual, las experiencias del ex-alumnado y se realizará una visita a las instalaciones.","Instalaciones conocidas y características de la Ingeniería Dual, así como estudios y experiencias de estudiantes anteriores serán explicadas."
Graduondoko Meatze eta metalurgiarako ingeniaritza eta materialen zientzia Irisgarritasuna Lege oharra,"Departamento: Ingeniería minera, metalúrgica y ciencia de los materiales Accesibilidad",La accesibilidad a la ingeniería y la ciencia de materiales para la minería y metalurgia de grado.
"MONDRAGON ASSEMBLYk ISO 9001:2005 ziurtagiria lortu du Orangen, Frantzian, duen lantegian. Horrela, frogatuta gelditzen da bere diseinu, ingeniaritza, fabrikazio eta kudeaketa prozesuak Kalitatea Bermatzeko Sistema eraginkor, zorrotz eta oso baten arabera burutzen direla, eta, hori, kalitate handiko eta errendimendu altuko produktuetan islatzen da eta baita gure bezeroei ematen diegun arretazko zerbitzuan ere.","MONDRAGON ASSEMBLY, en su planta de Orange, Francia, ha obtenido la nueva certificación ISO 9001:2015, prueba de que sus procesos de diseño, ingeniería, fabricación y gestión responden a un eficaz, estricto y completo Sistema de Aseguramiento de Calidad, lo que redunda en productos de alta calidad y elevado rendimiento, así como en un esmerado servicio a nuestros clientes.","Mondragon Assembly ha obtenido la certificación ISO 9001:2005 en su planta en Orange, Francia. Esto demuestra que sus procesos de diseño, ingeniería, fabricación y gestión se llevan a cabo según un sistema de aseguramiento de calidad eficaz, riguroso y completo. Esto se refleja en la alta calidad y alto rendimiento de sus productos, así como en el servicio atento que ofrece a sus clientes."
"EAZ + Informatikako Ingeniaritzako gradu bikoitzeko ikasleek gradu amaierako bi proiektu egin beharko dituzte, bata enpresa kudeaketari lotutakoa eta bestea informatikako ingeniaritzari lotutakoa.","Los estudiantes del doble grado en ADE + Derecho desarrollarán dos proyectos de fin de grado durante el curso 5º, uno en el área de gestión empresarial y otro en el ámbito jurídico.","Los estudiantes del doble grado de Ingeniería en Informática deberán realizar dos proyectos de fin de grado, uno relacionado con la gestión empresarial y otro relacionado con la ingeniería informática."
"I-ingenia I-ingenia ingeniaritza zibil, arkitektura, SIG/GIS aholkularitza eta hiri inguruko irisgarritasun unibertsaleko alorretan espezializatutako erreferente da.","I-ingenia I-ingenia es un referente en campos especializados de ingeniería civil, arquitectura, consultoría SIG/GIS y accesibilidad universal en el entorno urbano.","La ingeniería I-ingenia es un referente especializado en ingeniería civil, arquitectura, asesoramiento en SIG/GIS y accesibilidad universal en el entorno urbano."
[EU]Proiektu honen idazlea Bilboko Ingeniaritza Goi Eskola Teknikoko ikaslea den Pello Intxausti Rodriguez da.,"[ES]El encargado como redactor del estudio de este proyecto es el alumno de la Escuela Técnica Superior de Ingeniería de Bilbao, Pello Intxausti Rodriguez.","[ES] El autor de este proyecto es Pello Intxausti Rodriguez, estudiante de la Escuela Técnica Superior de Ingeniería de Bilbao."
"IDS enpresa Informatika Ingeniaritza Industriala S.A., egoitza soziala Euskal Herrian duena, IBERMATICA-rekin integratu da kapital sozialeko partaidetzaren %50a eskuratzeko buruturiko eragiketa baten bitartez.","La empresa de IDS Ingeniería Informática Industrial S.A., con sede social en el País Vasco, se ha integrado en IBERMÁTICA mediante una operación de toma de participación inicial del 50% de su capital social.","IDS, una empresa de ingeniería informática e industrial con sede social en el País Vasco, ha integrado IBERMATICA adquiriendo el 50% de su capital social a través de una operación."
"Horri berariaz ibaiaren presentziari lotutako ingeniaritza-obrak (zubiak, noriak, burdinolak, errotak eta abar), askotan duten balio historikoa, etnografikoa eta testigantzazkoa dela eta zaintzeko modukoak direnak, gehitzen badizkiogu, ulertzekoa izango da LAParen araudian ibaiertzetan kokatutako interes kulturaleko elementuak Antzinako zubi batzuek, duten bide-funtzionaltasuna edozein mailatakoa izanik ere, zalantzan jarri ezin den kultur balioa dute.","Si a ello se añade el conjunto de las obras de ingeniería ligadas específicamente a la presencia del río (puentes, azudes, ferrerías, molinos, etc.), que en muchos casos constituyen, por su valor histórico, etnográfico y testimonial, elementos dignos de preservación, se entenderá la necesidad de incorporar a la normativa del P.T.S. unas pautas y criterios sobre la protección de los elementos de interés cultural situados en las márgenes de los ríos.","Algunos puentes antiguos, independientemente de su funcionalidad actual, poseen un valor cultural incuestionable debido a su importancia histórica, etnográfica y testimonial, y por ello son merecedores de protección."
"Unibertsitate eta berrikuntza Irakaskuntzaren Nazioarteko Biltzarren 7. edizioan, IMHren Ingeniaritza Eskolaren txandakatze kasua aurkeztuko da.","En el VII Congreso Internacional de Docencia Universitaria e Innovación, se presentará el caso de la Escuela de Ingeniería en alternancia del IMH","En la 7ª edición de la Conferencia Internacional sobre Universidades y Innovación en la Educación, se presentará el caso de rotación del IH Ingeniería."
"1882an, Dinesen kapitaina Danimarkatik Patagoniara iritsiko da, hamabost urteko Ingeborg alabarekin batera, Argentinako armadarentzat ingeniaritzako lan bat egiteko.","En 1882 el Capitán Dinesen llega desde Dinamarca a la Patagonia, junto con su hija Ingeborg de quince años, para realizar un trabajo como ingeniero para el ejército argentino.","En 1882, el capitán Dinesen llegará a la Patagonia desde Dinamarca, junto con su hija Ingeborg, de quince años, para realizar un trabajo de ingeniería para el ejército argentino."
Industria Elektronikaren eta Automatikaren Ingeniaritzako Gradua (Gipuzkoa) (Donostiako Unibertsitate Eskola Politeknikoa),Grado en Ingeniería Electrónica Industrial y Automática (Gipuzkoa) (Escuela Universitaria de Ingeniería Técnica Industrial de Eibar),Grado en Ingeniería de Electrónica e Automática (Gipuzkoa) (Escuela Politécnica de la Universidad de Donostia)
Industria Diseinuko eta Produktu Garapeneko Ingeniaritza Gradura egokitzeko ikastaroa,Curso de Adaptación Grado en Ingeniería en Sistemas de Telecomunicación,Ingeniería de Diseño y Desarrollo de Productos para adaptarse a la Grado en Ingeniería Industrial.
Arkitektura- eta ingeniaritza-zerbitzu teknikoak eta aholkularitza teknikoarekin zerikusia duten bestelako jarduerak.,71.1 Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico.,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con asesoramiento técnico.
"Bestalde, ohiko prozesu-ingeniaritzak eraginkortasun mugatua du horrelako produktuen fabrikazioa hobetzeko.","Sin embargo, la ingeniería de procesos convencional tiene una eficacia limitada para la mejora de la fabricación de este tipo de productos.","Por otro lado, la ingeniería de procesos convencional tiene un límite en su eficacia para mejorar la fabricación de este tipo de productos."
